Variety Name,Variety Number,Replication,Year,IDC_Score_1,IDC-Score_2,IDC_Score_3,SPAD1,SPAD2
PI437098,186,2,2015,1,1,1,20.4,25
PI437116,187,2,2015,1,1,1,24.4,24
PI437121B,188,2,2015,1,1,1,27.8,29
PI437122,189,2,2015,1,1,1,26.7,25
PI437124,190,2,2015,1,2,2,23,19
PI437145B,191,2,2015,1,2,1,23.6,17
PI437156C,192,2,2015,1,1,1,24.3,27
PI437165A,193,2,2015,1,1,1,25.8,29
PI437174B,194,2,2015,1,1,1,23,22
PI437340B,195,2,2015,1,1,1,24.9,24
PI437345,196,2,2015,1,1,1,19,26
PI437356,197,2,2015,1,1,1,25,25
PI437377,198,2,2015,1,1,1,26.2,24
PI437399,199,2,2015,1,1,1,22.9,28
PI437425,200,2,2015,1,1,1,25.6,26
PI437427B,201,2,2015,1,1,1,24.7,58
PI437462A,202,2,2015,2,1,1,20,26
PI437477A,203,2,2015,1,1,1,26.4,24
PI437509,204,2,2015,1,2,2,24.4,28
PI437519,205,2,2015,1,1,1,22.2,23
PI437558,206,2,2015,1,1,1,25.9,28
PI437581,207,2,2015,4,5,5,8,5
PI437585,208,2,2015,2,2,2,17.6,19
PI437592,209,2,2015,1,1,1,23.9,26
PI437594A,210,2,2015,1,1,1,27.1,24
PI437651B,211,2,2015,1,1,1,23.5,28
PI437656,212,2,2015,1,1,1,32.1,26
PI437662,213,2,2015,1,1,1,21.5,25
PI437663,214,2,2015,1,1,1,25.8,26
PI437674,215,2,2015,1,1,1,20.9,21
PI437682A,216,2,2015,1,1,1,22.9,25
PI437690,217,2,2015,1,1,1,25.6,26
PI437715,218,2,2015,1,1,1,26.8,21
PI437716A,219,2,2015,1,1,1,23.6,24
PI437733,220,2,2015,1,1,1,24,25
PI437738B,221,2,2015,1,1,1,24.6,29
PI437757,222,2,2015,1,1,1,27.8,24
PI437786,223,2,2015,1,1,1,28.1,22
PI437803,224,2,2015,3,3,3,12,11
PI437840A,225,2,2015,1,1,1,26.3,26
PI437846,226,2,2015,1,1,1,21.7,24
PI437935,227,2,2015,1,1,1,28.3,28
PI437944,228,2,2015,1,1,1,25.1,26
PI437949,229,2,2015,1,1,1,24.1,21
PI437950,230,2,2015,1,1,1,24.8,22
PI437964A,231,2,2015,2,2,3,20.8,20
PI437973,232,2,2015,2,2,2,19,19
PI438031,233,2,2015,1,1,1,29.7,25
PI438094B,234,2,2015,1,1,1,27.8,26
PI438103,235,2,2015,4,4,4,9.2,8
PI438133B,236,2,2015,3,3,2,12,11
PI438139,237,2,2015,1,1,1,22.9,26
PI438152,238,2,2015,1,1,1,24.4,27
PI438173,239,2,2015,1,1,1,26,25
PI438194,240,2,2015,1,1,1,23.3,26
PI438218,241,2,2015,1,1,1,29.2,28
PI438259B,242,2,2015,2,2,2,19,18
PI438292,243,2,2015,1,1,1,24.4,26
PI438312,244,2,2015,1,1,1,29,24
PI438376,245,2,2015,1,1,1,25,25
PI438434,246,2,2015,1,1,1,31.1,23
PI438503A,247,2,2015,1,1,1,26.3,28
PI445819,248,2,2015,1,1,1,28.2,26
PI445845,249,2,2015,1,1,1,27.9,27
PI458052,250,2,2015,1,1,1,26.6,25
PI458061A,251,2,2015,1,1,1,28.9,26
PI458110,252,2,2015,2,2,2,19,18
PI458307A,253,2,2015,1,1,1,22.1,24
PI458506,254,2,2015,1,1,1,26.3,28
PI458507,255,2,2015,1,1,1,27.2,29
PI458517,256,2,2015,1,1,1,23,24
PI458519A,257,2,2015,1,1,1,22.4,25
PI458520,258,2,2015,1,1,1,25.6,26
PI458521,259,2,2015,2,2,3,19,19
PI458522,260,2,2015,1,1,1,24.4,22
PI458825B,261,2,2015,1,1,1,26.6,23
PI461509,262,2,2015,1,1,1,27.6,24
PI464877,263,2,2015,1,1,1,21.3,24
PI464878,264,2,2015,4,4,4,8,7
PI464880,265,2,2015,1,1,1,26.7,24
PI464884,266,2,2015,1,1,1,26.7,26
PI464914B,267,2,2015,1,1,1,28.3,28
PI464915A,268,2,2015,1,1,1,27.4,24
PI467307,269,2,2015,1,1,1,26,22
PI467310,270,2,2015,1,1,1,22.2,24
PI467311A,271,2,2015,1,1,1,30.1,26
PI467312,272,2,2015,1,1,1,24.5,25
PI467324,273,2,2015,1,1,1,21.1,21
PI467327,274,2,2015,1,1,1,28.9,28
PI467328,275,2,2015,1,1,1,23.5,26
PI467332,276,2,2015,1,1,1,26.5,24
PI467334B,277,2,2015,1,2,2,23.4,26
PI468381,278,2,2015,1,1,1,21.8,24
PI468384,279,2,2015,1,1,1,24.1,28
PI468385,280,2,2015,1,1,1,30,26
PI468907,281,2,2015,3,1,1,12.3,24
PI468914,282,2,2015,1,1,1,23.7,22
PI468919,283,2,2015,1,1,1,26.4,31
PI470223,284,2,2015,1,1,1,21.4,25
PI470227B,285,2,2015,1,1,1,23.7,27
PI471899,286,2,2015,1,1,1,25.6,29
PI475810,287,2,2015,1,1,1,23.5,27
PI475811B,288,2,2015,1,1,1,26.9,26
PI475818,289,2,2015,1,1,1,23.3,25
PI475820,290,2,2015,1,1,1,28.9,24
PI475822B,291,2,2015,1,1,1,25.6,24
PI476344,292,2,2015,1,1,1,23.8,22
PI476345,293,2,2015,1,1,1,27.2,28
PI476348,294,2,2015,1,1,1,26.1,26
PI476911,295,2,2015,1,1,1,23,24
PI479711,296,2,2015,1,1,1,28.8,27
PI479713,297,2,2015,1,1,1,22.1,22
PI479718B,298,2,2015,1,1,1,23.1,26
PI479719,299,2,2015,1,1,1,23,21
PI479724A,300,2,2015,1,1,1,24.9,28
PI479729,301,2,2015,1,1,1,29.6,24
PI479738,302,2,2015,1,1,1,23.1,26
PI479740,303,2,2015,1,1,1,26.6,28
PI483459,304,2,2015,1,1,1,23.5,26
PI504485,305,2,2015,1,1,1,25.4,24
PI504490,306,2,2015,1,1,1,23,25
PI504497,307,2,2015,1,1,1,26.1,26
PI506527,308,2,2015,1,1,1,25.2,28
PI506528,309,2,2015,1,1,1,19.8,24
PI506529,310,2,2015,1,1,1,24.9,26
PI506634,311,2,2015,3,4,4,10,8
PI506678,312,2,2015,1,1,1,22,24
PI506800B,313,2,2015,1,1,1,24.7,28
PI506887,314,2,2015,1,1,1,25.5,26
PI507027,315,2,2015,1,1,1,23.3,24
PI507147,316,2,2015,1,1,1,30,27
PI507171,317,2,2015,2,2,2,19,18
PI507195,318,2,2015,1,1,1,27.4,27
PI507267,319,2,2015,1,1,1,30.1,25
PI507487,320,2,2015,1,1,1,26.4,28
PI507491,321,2,2015,1,1,1,21.8,24
PI507717,322,2,2015,1,1,1,28.5,26
PI512322C,323,2,2015,1,1,1,22.5,24
PI518283,324,2,2015,1,1,1,28.1,28
PI518706A,325,2,2015,1,1,1,23,26
PI518757,326,2,2015,1,1,1,30,23
PI522188A,327,2,2015,1,1,1,23.4,24
PI524994,328,2,2015,1,1,1,26.8,25
PI532456,329,2,2015,1,1,1,30.7,26
PI532462A,330,2,2015,1,1,1,24.5,24
PI532472,331,2,2015,1,1,1,29.1,25
PI538377,332,2,2015,1,1,1,21.8,28
PI538389,333,2,2015,1,1,1,26,26
PI538393,334,2,2015,1,1,1,25.1,27
PI538400,335,2,2015,1,1,1,25.7,28
PI538403,336,2,2015,1,1,1,30.8,29
PI538410B,337,2,2015,1,1,1,24,24
PI540739,338,2,2015,1,1,1,30.6,25
PI547430,339,2,2015,4,5,5,7.1,5
PI548316,340,2,2015,1,1,1,21.5,24
PI548329,341,2,2015,1,1,1,25.2,28
PI548336,342,2,2015,1,1,1,27,26
PI548349,343,2,2015,1,1,1,25,24
PI548373,344,2,2015,1,1,1,30.1,28
PI548533,345,2,2015,1,1,1,28.5,26
PI549021A,346,2,2015,1,1,1,26.5,24
PI549031,347,2,2015,1,1,1,26.2,28
PI549041A,348,2,2015,2,2,2,21,19
PI549056,349,2,2015,1,1,1,25.7,26
PI549064,350,2,2015,1,1,1,25.5,24
PI561230,351,2,2015,1,1,1,24.1,28
PI561232,352,2,2015,1,1,1,28.4,29
PI561315,353,2,2015,1,1,1,23.9,24
PI561333,354,2,2015,1,1,1,23.9,25
PI561346,355,2,2015,1,1,1,24,26
PI561348,356,2,2015,1,1,1,28.2,28
PI561349,357,2,2015,1,1,1,23.2,24
PI561377,358,2,2015,2,2,3,19,18
PI562387,359,2,2015,1,1,1,22.9,24
PI567154,360,2,2015,1,1,1,23,29
PI567159A,361,2,2015,1,1,1,24,24
PI567161,362,2,2015,4,4,4,8.7,28
PI567163,363,2,2015,4,4,4,8.2,6
PI567170A,364,2,2015,1,1,1,30,26
PI567170B,365,2,2015,1,1,1,23,24
PI567214B,366,2,2015,1,1,1,23,28
PI567229A,367,2,2015,1,1,1,25.9,26
PI567241,368,2,2015,1,1,1,25.9,25
PI567250B,369,2,2015,1,1,1,21.8,28
PI567255A,370,2,2015,1,1,1,27.5,26
PI567261B,371,2,2015,1,1,1,22.8,24
PI567262D,372,2,2015,1,1,1,21.9,28
PI567264A,373,2,2015,1,1,1,21.9,26
PI567266A,374,2,2015,1,1,1,21.8,24
PI567267A,375,2,2015,1,1,1,27.1,28
PI567275,376,2,2015,1,1,1,24.9,26
PI567277,377,2,2015,1,1,1,29,24
PI567278,378,2,2015,2,2,3,21.6,20
PI567351A,379,2,2015,1,1,2,26.4,29
PI567365,380,2,2015,1,1,1,25.7,24
PI567417B,381,2,2015,1,1,1,24.5,25
PI567538B,382,2,2015,1,1,1,25.3,26
PI567583A,383,2,2015,1,1,1,27.3,27
PI567595A,384,2,2015,1,1,1,21.8,25
PI567619,385,2,2015,1,1,1,20.1,21
PI567644,386,2,2015,1,1,1,30.4,26
PI567729,387,2,2015,1,1,1,22.2,21
PI567774B,388,2,2015,1,1,1,24.1,25
PI574478B,389,2,2015,1,1,1,25.5,28
PI574480B,390,2,2015,1,1,1,25.3,26
PI578360,391,2,2015,3,4,5,11,6
PI578362,392,2,2015,1,1,1,27.6,28
PI578363,393,2,2015,2,2,2,21.3,20
PI578364,394,2,2015,1,1,1,24,24
PI578366,395,2,2015,2,2,2,20,19
PI578367,396,2,2015,1,1,1,23,26
PI578374,397,2,2015,1,1,1,22,24
PI578375B,398,2,2015,2,2,1,21.2,21
PI578376,399,2,2015,1,1,1,29.4,26
PI578380A,400,2,2015,1,1,1,24,24
PI578382,401,2,2015,2,2,3,20,18
PI578384,402,2,2015,1,1,1,25,26
PI578385,403,2,2015,2,2,2,21.6,20
PI578386,404,2,2015,1,1,1,26.8,25
PI578416,405,2,2015,1,1,1,28.3,26
PI578439,406,2,2015,1,1,1,30.8,24
PI578473A,407,2,2015,1,1,1,29.3,28
PI578474,408,2,2015,1,1,1,27.4,26
PI578499A,409,2,2015,1,1,1,26.1,24
PI578499B,410,2,2015,1,1,1,28.1,25
PI588008A,411,2,2015,1,1,1,25,26
PI592907C,412,2,2015,2,2,1,20,24
PI592908,413,2,2015,2,2,2,19,19
PI592910,414,2,2015,1,1,1,24.3,28
PI592911B,415,2,2015,1,1,1,17.7,29
PI592912A,416,2,2015,1,3,3,24.8,24
PI592913,417,2,2015,4,5,5,6,5
PI593970,418,2,2015,1,1,1,28.7,26
PI593982,419,2,2015,1,1,1,23.4,27
PI594156,420,2,2015,1,1,1,24,28
PI594170B,421,2,2015,1,1,1,26.4,29
PI594296,422,2,2015,1,1,1,22.9,24
PI594394,423,2,2015,1,1,1,31.5,28
PI594457A,424,2,2015,1,1,1,27.1,26
PI594471A,425,2,2015,1,1,1,23,24
PI594898,426,2,2015,1,1,1,23.5,28
PI594902,427,2,2015,1,1,1,28.5,26
PI597397A,428,2,2015,1,1,1,25.1,24
PI597405B,429,2,2015,1,1,1,23.9,28
PI597482,430,2,2015,1,1,1,26,26
PI602497A,431,2,2015,1,1,1,27.6,24
PI603151A,432,2,2015,2,2,2,19,21
PI603334,433,2,2015,1,1,1,26.4,24
PI603335B,434,2,2015,1,1,1,25.5,26
PI603337A,435,2,2015,2,2,2,20,17
PI603339A,436,2,2015,1,1,1,26,25
PI603367,437,2,2015,1,1,1,27.9,24
PI603371,438,2,2015,1,1,1,23,26
PI603412B,439,2,2015,1,1,1,31,27
PI603422B,440,2,2015,2,3,3,21,12
PI603424C,441,2,2015,1,1,1,24.6,26
PI603426F,442,2,2015,1,1,1,23.7,28
PI603428D,443,2,2015,1,1,1,21.9,24
PI603438E,444,2,2015,1,1,1,21.8,29
PI603442,445,2,2015,1,1,1,23,25
PI603444A,446,2,2015,1,1,1,27.8,26
PI603452,447,2,2015,1,1,1,26.7,24
PI603470,448,2,2015,1,1,1,23.3,28
PI603546A,449,2,2015,1,1,1,24.3,26
PI603560,450,2,2015,2,1,1,19,25
PI603587A,451,2,2015,1,1,1,29.6,26
PI603594,452,2,2015,1,1,1,29,27
PI603596,453,2,2015,1,1,1,21,28
PI603655,454,2,2015,1,1,1,26,26
PI603660,455,2,2015,1,1,1,29.4,24
PI603662B,456,2,2015,1,1,1,25.9,25
PI603674,457,2,2015,1,1,1,24.8,23
PI603704A,458,2,2015,1,1,1,20.6,28
PI603747,459,2,2015,1,1,1,25.3,24
PI603749,460,2,2015,1,1,1,26.5,28
PI603912,461,2,2015,1,1,1,31,26
PI603915C,462,2,2015,1,1,1,26.3,24
PI612611,463,2,2015,1,1,1,25.5,28
PI612711B,464,2,2015,1,1,1,23.4,26
PI612752,465,2,2015,1,1,1,23.3,24
PI612754,466,2,2015,1,2,2,30,20
PI612759C,467,2,2015,1,1,1,27.9,23
PI612760,468,2,2015,1,1,1,25.8,27
