Variety Name,Variety Number,Replication,Year,IDC_Score_1,IDC-Score_2,IDC_Score_3,SPAD1,SPAD2
PI253660B,130,1,2015,1,1,1,30.7,26
PI261466,131,1,2015,1,1,1,25.7,21
PI261474,132,1,2015,3,2,3,12,19
PI266806A,133,1,2015,1,1,1,22.8,26
PI290149,134,1,2015,1,1,1,26.7,24
PI291274B,135,1,2015,1,1,1,32.1,29
PI291275,136,1,2015,1,1,1,23.4,24
PI291277,137,1,2015,1,1,1,32.4,25
PI291278,138,1,2015,1,1,1,27.5,23
PI291309C,139,1,2015,2,1,2,19,26
PI297538,140,1,2015,1,1,1,25.5,24
PI323586B,141,1,2015,1,1,1,27.5,23
PI326579,142,1,2015,2,2,2,20,19
PI326580,143,1,2015,1,1,1,23,22
PI339868E,144,1,2015,1,1,1,22.3,26
PI361080,145,1,2015,1,1,1,23.2,21
PI361090,146,1,2015,1,1,1,20.9,24
PI361101,147,1,2015,1,1,1,28.1,23
PI378663,148,1,2015,1,1,1,26.1,25
PI378679,149,1,2015,1,1,1,28,21
PI379559D,150,1,2015,1,1,1,27.2,28
PI379561,151,1,2015,1,1,1,25.5,24
PI391577,152,1,2015,1,1,1,25.3,24
PI391586,153,1,2015,1,1,1,27.3,23
PI398813,154,1,2015,1,1,1,26.6,25
PI398881,155,1,2015,1,1,1,27.8,24
PI401418,156,1,2015,1,1,1,25.4,26
PI404160B,157,1,2015,1,1,1,27.3,24
PI404166,158,1,2015,1,1,1,24.1,23
PI404169B,159,1,2015,1,1,1,31,25
PI407653,160,1,2015,1,1,1,30.7,24
PI407656,161,1,2015,1,1,1,30.8,26
PI407659A,162,1,2015,1,1,1,21.9,22
PI407746,163,1,2015,1,1,1,24.8,23
PI407810,164,1,2015,4,5,5,8,5
PI416762,165,1,2015,1,1,1,27.9,27
PI416773,166,1,2015,1,1,1,25.1,29
PI416835,167,1,2015,1,1,1,23.7,23
PI416868A,168,1,2015,1,1,1,24.6,24
PI417054,169,1,2015,1,1,1,32.3,26
PI417091,170,1,2015,1,1,1,29.3,24
PI417138,171,1,2015,1,1,1,23.6,22
PI417139,172,1,2015,1,1,1,24.8,26
PI417167,173,1,2015,1,1,1,31.1,31
PI417198,174,1,2015,1,1,1,31.3,30
PI417297,175,1,2015,1,1,1,32.5,31
PI417513B,176,1,2015,1,1,1,30,25
PI417517,177,1,2015,2,2,2,18,19
PI417559,178,1,2015,1,1,1,30,29
PI423870,179,1,2015,1,1,1,23.8,28
PI424005,180,1,2015,4,4,4,6.8,8
PI424078,181,1,2015,4,4,4,7,6
PI430596,182,1,2015,1,1,1,30.3,27
PI430597,183,1,2015,1,1,1,22.6,26
PI430619,184,1,2015,1,1,1,30.3,24
PI437091,185,1,2015,1,1,1,31.1,29
PI437098,186,1,2015,1,1,1,22.4,25
PI437116,187,1,2015,1,1,1,31.6,28
PI437121B,188,1,2015,1,1,1,26.9,26
PI437122,189,1,2015,1,1,1,20.5,24
PI437124,190,1,2015,1,1,1,28.1,26
PI437145B,191,1,2015,2,2,1,20,19
PI437156C,192,1,2015,1,1,1,28.2,27
PI437165A,193,1,2015,1,1,1,25,26
PI437174B,194,1,2015,1,1,1,26,21
PI437340B,195,1,2015,1,1,1,26.9,29
PI437345,196,1,2015,1,1,1,30.8,23
PI437356,197,1,2015,1,1,1,33.2,31
PI437377,198,1,2015,1,1,1,29.9,27
PI437399,199,1,2015,1,1,1,24.5,26
PI437425,200,1,2015,1,1,1,27.5,24
PI437427B,201,1,2015,1,1,1,23.5,26
PI437462A,202,1,2015,2,1,1,21,27
PI437477A,203,1,2015,1,1,1,26.3,26
PI437509,204,1,2015,1,1,1,26.1,24
PI437519,205,1,2015,1,1,1,29.9,26
PI437558,206,1,2015,1,1,1,33.3,31
PI437581,207,1,2015,3,3,4,12,11
PI437585,208,1,2015,4,5,5,8,5
PI437592,209,1,2015,1,1,1,22.6,25
PI437594A,210,1,2015,1,1,1,23,26
PI437651B,211,1,2015,1,1,1,32.5,31
PI437656,212,1,2015,1,1,1,26.6,27
PI437662,213,1,2015,1,1,1,26.7,28
PI437663,214,1,2015,1,1,1,32.2,29
PI437674,215,1,2015,1,1,1,20.4,22
PI437682A,216,1,2015,1,1,1,29,26
PI437690,217,1,2015,1,1,1,28.2,24
PI437715,218,1,2015,1,1,1,26.3,25
PI437716A,219,1,2015,1,1,1,28.7,26
PI437733,220,1,2015,1,1,1,21.5,24
PI437738B,221,1,2015,1,1,1,28.5,26
PI437757,222,1,2015,1,1,1,28.3,25
PI437786,223,1,2015,1,1,1,29.3,28
PI437803,224,1,2015,2,3,3,19,12
PI437840A,225,1,2015,1,1,1,26.7,25
PI437846,226,1,2015,1,1,1,25.4,26
PI437935,227,1,2015,2,2,2,20.7,19
PI437944,228,1,2015,1,1,1,27.8,28
PI437949,229,1,2015,1,1,1,29.2,26
PI437950,230,1,2015,1,1,1,31.4,30
PI437964A,231,1,2015,3,4,4,11,8
PI437973,232,1,2015,1,1,1,21.5,25
PI438031,233,1,2015,1,1,1,32.7,31
PI438094B,234,1,2015,1,1,1,27.7,28
PI438103,235,1,2015,1,1,1,24.2,26
PI438133B,236,1,2015,3,3,3,12,11
PI438139,237,1,2015,2,1,1,19,24
PI438152,238,1,2015,1,1,1,30.4,29
PI438173,239,1,2015,1,1,1,25.6,26
PI438194,240,1,2015,1,1,1,26.5,24
PI438218,241,1,2015,1,1,1,23.6,22
PI438259B,242,1,2015,4,5,5,8,5
PI438292,243,1,2015,1,1,1,27.5,26
PI438312,244,1,2015,1,1,1,28,24
PI438376,245,1,2015,1,1,1,24.5,26
PI438434,246,1,2015,1,1,1,30.7,31
PI438503A,247,1,2015,1,1,1,27.8,25
PI445819,248,1,2015,1,1,1,26.2,26
PI445845,249,1,2015,1,1,1,25.5,24
PI458052,250,1,2015,1,1,1,28.6,28
PI458061A,251,1,2015,1,1,1,26.1,27
PI458110,252,1,2015,1,1,1,22.9,26
PI458307A,253,1,2015,1,1,1,30,31
PI458506,254,1,2015,1,1,1,29.4,28
PI458507,255,1,2015,1,1,1,28.5,30
PI458517,256,1,2015,1,1,1,24.5,25
PI458519A,257,1,2015,1,1,1,23.9,22
PI458520,258,1,2015,1,1,1,23.5,26
PI458521,259,1,2015,3,3,3,12,11
PI458522,260,1,2015,1,1,1,26.8,24
PI458825B,261,1,2015,1,1,1,31.4,24
PI461509,262,1,2015,1,1,1,31,30
PI464877,263,1,2015,1,1,1,30,28
PI464878,264,1,2015,2,2,2,19,20
PI464880,265,1,2015,1,1,1,31.1,25
PI464884,266,1,2015,1,1,1,24.8,26
PI464914B,267,1,2015,1,1,1,29.3,24
PI464915A,268,1,2015,1,1,1,26.1,25
PI467307,269,1,2015,1,1,1,30,31
PI467310,270,1,2015,1,1,1,24.1,25
PI467311A,271,1,2015,1,1,1,27.3,24
PI467312,272,1,2015,1,1,1,23.9,26
PI467324,273,1,2015,1,1,1,28.2,24
PI467327,274,1,2015,1,1,1,27.7,28
PI467328,275,1,2015,1,1,1,32.7,26
PI467332,276,1,2015,1,1,1,33.3,29
PI467334B,277,1,2015,1,1,1,25.9,24
PI468381,278,1,2015,2,1,1,19,25
PI468384,279,1,2015,1,1,1,22.2,26
PI468385,280,1,2015,1,1,1,29.9,24
PI468907,281,1,2015,1,1,1,29,28
PI468914,282,1,2015,1,1,1,25.2,26
PI468919,283,1,2015,1,1,1,23,24
PI470223,284,1,2015,1,1,1,28.7,25
PI470227B,285,1,2015,1,1,1,29.8,26
PI471899,286,1,2015,1,1,1,22,24
PI475810,287,1,2015,1,1,1,27.2,25
PI475811B,288,1,2015,1,1,1,26,26
PI475818,289,1,2015,1,1,1,32.7,29
PI475820,290,1,2015,1,1,1,26.9,26
PI475822B,291,1,2015,1,1,1,26,26
PI476344,292,1,2015,1,1,1,25,24
PI476345,293,1,2015,1,1,1,24.5,22
PI476348,294,1,2015,1,1,1,32.2,29
PI476911,295,1,2015,1,1,1,21.9,24
PI479711,296,1,2015,1,1,1,24.8,25
PI479713,297,1,2015,1,1,1,28,26
PI479718B,298,1,2015,1,1,1,22.7,24
PI479719,299,1,2015,1,1,1,26.2,25
PI479724A,300,1,2015,1,1,1,31,29
PI479729,301,1,2015,1,1,1,28.6,24
PI479738,302,1,2015,1,1,1,32,28
PI479740,303,1,2015,4,5,5,8,5
PI483459,304,1,2015,1,1,1,23.9,26
PI504485,305,1,2015,1,1,1,29.6,27
PI504490,306,1,2015,1,1,1,24,28
PI504497,307,1,2015,1,1,1,29.2,24
PI506527,308,1,2015,1,1,1,27.5,26
PI506528,309,1,2015,1,1,1,27,25
PI506529,310,1,2015,1,1,1,26.4,28
PI506634,311,1,2015,2,2,2,20,19
PI506678,312,1,2015,1,1,1,28.3,24
PI506800B,313,1,2015,1,1,1,23.4,25
PI506887,314,1,2015,1,1,1,27,29
PI507027,315,1,2015,1,1,1,25.7,24
PI507147,316,1,2015,1,1,1,33.7,28
PI507171,317,1,2015,2,3,3,19,12
PI507195,318,1,2015,1,1,1,28.4,26
PI507267,319,1,2015,1,1,1,33.6,27
PI507487,320,1,2015,1,1,1,29.9,25
PI507491,321,1,2015,1,1,1,25.5,26
PI507717,322,1,2015,1,1,1,21.2,25
PI512322C,323,1,2015,1,1,1,20.8,24
PI518283,324,1,2015,1,1,1,30.4,31
PI518706A,325,1,2015,1,1,1,32.8,30
PI518757,326,1,2015,1,1,1,31,31
PI522188A,327,1,2015,1,1,1,25.4,24
PI524994,328,1,2015,1,1,1,27.5,26
PI532456,329,1,2015,1,1,1,30.5,31
PI532462A,330,1,2015,1,1,1,27.8,25
PI532472,331,1,2015,1,1,1,25.5,26
PI538377,332,1,2015,1,1,1,29.8,27
PI538389,333,1,2015,1,1,1,27.8,25
PI538393,334,1,2015,1,1,1,29,26
PI538400,335,1,2015,1,1,1,22.9,24
PI538403,336,1,2015,1,1,1,31.4,25
PI538410B,337,1,2015,1,1,1,22.8,26
PI540739,338,1,2015,1,1,1,30.8,28
PI547430,339,1,2015,3,4,4,11,8
PI548316,340,1,2015,1,1,1,27,28
PI548329,341,1,2015,1,1,1,25.7,26
PI548336,342,1,2015,1,1,1,23.5,27
PI548349,343,1,2015,1,1,1,27.9,22
PI548373,344,1,2015,1,1,1,27.4,26
PI548533,345,1,2015,1,1,1,26.4,24
PI549021A,346,1,2015,1,1,1,30,28
PI549031,347,1,2015,1,1,1,27.7,26
PI549041A,348,1,2015,2,2,2,19,17
PI549056,349,1,2015,1,1,1,25.5,24
PI549064,350,1,2015,1,1,1,28,26
PI561230,351,1,2015,1,1,1,26.2,24
PI561232,352,1,2015,1,1,1,28,27
PI561315,353,1,2015,1,1,1,32.8,31
PI561333,354,1,2015,1,1,1,28.6,25
PI561346,355,1,2015,1,1,1,28.3,29
PI561348,356,1,2015,1,1,1,24.7,27
PI561349,357,1,2015,1,1,1,29.8,31
PI561377,358,1,2015,3,3,3,12,10
PI562387,359,1,2015,1,1,1,29.2,28
PI567154,360,1,2015,1,1,1,28.3,30
PI567159A,361,1,2015,1,1,1,28.4,24
PI567161,362,1,2015,2,3,3,19,12
PI567163,363,1,2015,4,4,4,8.3,6
PI567170A,364,1,2015,1,1,1,24.4,25
PI567170B,365,1,2015,1,1,1,28.2,24
PI567214B,366,1,2015,1,1,1,29.4,29
PI567229A,367,1,2015,1,1,1,29.1,30
PI567241,368,1,2015,1,1,1,27.7,26
PI567250B,369,1,2015,1,1,1,29.7,24
PI567255A,370,1,2015,1,1,1,30.3,28
PI567261B,371,1,2015,1,1,1,26.4,26
PI567262D,372,1,2015,1,1,1,21.1,24
PI567264A,373,1,2015,1,1,1,22.6,28
PI567266A,374,1,2015,1,1,1,27.3,29
PI567267A,375,1,2015,1,1,1,20.2,26
PI567275,376,1,2015,1,1,1,29.3,24
PI567277,377,1,2015,1,1,1,29.2,28
PI567278,378,1,2015,2,2,3,20,19
PI567351A,379,1,2015,2,2,2,19,19
PI567365,380,1,2015,1,1,1,24.5,26
PI567417B,381,1,2015,1,1,1,22,27
PI567538B,382,1,2015,1,1,1,27.9,24
PI567583A,383,1,2015,1,1,1,28.9,26
PI567595A,384,1,2015,1,1,1,28.5,24
PI567619,385,1,2015,1,1,1,32.2,25
PI567644,386,1,2015,1,1,1,21.1,26
PI567729,387,1,2015,1,1,1,30.3,31
PI567774B,388,1,2015,1,1,1,21.3,25
PI574478B,389,1,2015,1,1,1,27.2,29
PI574480B,390,1,2015,1,1,1,28.2,21
PI578360,391,1,2015,2,2,3,20,19
PI578362,392,1,2015,1,1,1,30.6,27
PI578363,393,1,2015,1,1,1,30.6,26
PI578364,394,1,2015,1,2,2,22,19
PI578366,395,1,2015,1,1,2,24.3,25
PI578367,396,1,2015,1,1,1,26.2,26
PI578374,397,1,2015,1,1,1,27.8,21
PI578375B,398,1,2015,2,2,2,19,18
PI578376,399,1,2015,1,1,1,26.2,25
PI578380A,400,1,2015,1,1,1,24.1,29
PI578382,401,1,2015,2,3,3,20,12
PI578384,402,1,2015,1,1,1,30.3,27
PI578385,403,1,2015,2,2,2,18,19
PI578386,404,1,2015,1,1,1,28.8,26
PI578416,405,1,2015,1,1,1,31.9,30
PI578439,406,1,2015,1,1,1,28.9,24
PI578473A,407,1,2015,1,1,1,25.9,26
PI578474,408,1,2015,1,1,1,31,27
PI578499A,409,1,2015,1,1,1,31.8,29
PI578499B,410,1,2015,1,1,1,29.3,26
PI588008A,411,1,2015,1,1,1,30.4,27
PI592907C,412,1,2015,2,1,1,21.4,26
PI592908,413,1,2015,2,2,2,19,19
PI592910,414,1,2015,1,1,1,30.8,31
PI592911B,415,1,2015,1,1,1,31.5,29
PI592912A,416,1,2015,3,3,3,12,11
PI592913,417,1,2015,1,1,1,31.3,28
PI593970,418,1,2015,1,1,1,25.2,29
PI593982,419,1,2015,1,1,1,25.3,27
PI594156,420,1,2015,1,1,1,28.1,25
PI594170B,421,1,2015,1,1,1,23,26
PI594296,422,1,2015,2,1,1,21.5,27
PI594394,423,1,2015,1,1,1,30.4,29
PI594457A,424,1,2015,1,1,1,31,27
PI594471A,425,1,2015,1,1,1,25.1,29
PI594898,426,1,2015,1,1,1,26.6,24
PI594902,427,1,2015,1,1,1,26,25
PI597397A,428,1,2015,1,1,1,27.1,26
PI597405B,429,1,2015,1,1,1,31.5,28
PI597482,430,1,2015,1,1,1,29.9,24
PI602497A,431,1,2015,1,1,1,29.2,26
PI603151A,432,1,2015,2,2,2,19,17
PI603334,433,1,2015,1,1,1,29.7,26
PI603335B,434,1,2015,1,1,1,23.3,27
PI603337A,435,1,2015,1,1,1,23,26
PI603339A,436,1,2015,1,1,1,28,27
PI603367,437,1,2015,1,1,1,23.8,26
PI603371,438,1,2015,1,1,1,28.5,27
PI603412B,439,1,2015,1,1,1,29.2,26
PI603422B,440,1,2015,2,3,3,19,11
PI603424C,441,1,2015,1,1,1,25,26
PI603426F,442,1,2015,1,1,1,27.3,28
PI603428D,443,1,2015,1,1,1,26.7,29
PI603438E,444,1,2015,1,1,1,24.8,24
PI603442,445,1,2015,1,1,1,28.8,26
PI603444A,446,1,2015,1,1,1,29.3,24
PI603452,447,1,2015,1,1,1,21.2,26
PI603470,448,1,2015,1,1,1,24.9,28
PI603546A,449,1,2015,1,1,1,26,26
PI603560,450,1,2015,1,1,1,32.9,29
PI603587A,451,1,2015,1,1,1,26.7,26
PI603594,452,1,2015,1,1,1,31.9,27
PI603596,453,1,2015,1,1,1,21.6,25
PI603655,454,1,2015,2,2,2,19,18
PI603660,455,1,2015,1,1,1,30.4,27
PI603662B,456,1,2015,1,1,1,30,29
PI603674,457,1,2015,1,1,1,28.3,27
PI603704A,458,1,2015,1,1,1,32.8,30
PI603747,459,1,2015,1,1,1,25.2,28
PI603749,460,1,2015,1,1,1,32.3,26
PI603912,461,1,2015,1,1,1,25.8,27
PI603915C,462,1,2015,1,1,1,33.2,26
PI612611,463,1,2015,1,1,1,28.1,29
PI612711B,464,1,2015,1,1,1,29.8,23
PI612752,465,1,2015,1,1,1,27.7,25
PI612754,466,1,2015,2,1,1,19,25
PI612759C,467,1,2015,1,1,1,24.7,26
PI612760,468,1,2015,1,1,1,28.2,29
