Variety Name,Variety Number,Replication,Year,IDC_Score_1,IDC-Score_2,IDC_Score_3,SPAD1,SPAD2
PI253660B,130,3,2015,1,2,2,32.8,21
PI261466,131,3,2015,1,1,1,30.7,32
PI261474,132,3,2015,4,4,4,8,7
PI266806A,133,3,2015,1,1,1,30.1,27
PI290149,134,3,2015,3,3,3,12,10
PI291274B,135,3,2015,1,1,1,23,26
PI291275,136,3,2015,1,1,1,31.2,27
PI291277,137,3,2015,1,1,1,27.7,29
PI291278,138,3,2015,2,2,2,19,17
PI291309C,139,3,2015,1,1,1,31.5,27
PI297538,140,3,2015,1,1,1,32.1,29
PI323586B,141,3,2015,2,1,1,20,25
PI326579,142,3,2015,2,1,1,20,26
PI326580,143,3,2015,1,1,1,30.1,28
PI339868E,144,3,2015,1,1,1,23,26
PI361080,145,3,2015,1,1,1,22,24
PI361090,146,3,2015,1,1,1,20.5,23.5
PI361101,147,3,2015,1,1,1,26.4,24.4
PI378663,148,3,2015,1,1,1,26.8,21.8
PI378679,149,3,2015,1,1,1,26,22
PI379559D,150,3,2015,1,1,1,26.8,22.8
PI379561,151,3,2015,1,1,1,29.4,25.4
PI391577,152,3,2015,1,1,1,27.9,24.9
PI391586,153,3,2015,1,1,1,23.9,26.9
PI398813,154,3,2015,1,1,1,23.6,25.6
PI398881,155,3,2015,1,1,1,25.8,24.8
PI401418,156,3,2015,1,1,1,32.4,30.4
PI404160B,157,3,2015,1,1,1,33.3,28.3
PI404166,158,3,2015,1,1,1,31,26
PI404169B,159,3,2015,1,1,1,30.9,27
PI407653,160,3,2015,1,1,1,27.7,26
PI407656,161,3,2015,1,1,1,31.1,28
PI407659A,162,3,2015,1,1,1,25.9,28
PI407746,163,3,2015,1,1,1,24.1,27
PI407810,164,3,2015,2,3,4,19,12
PI416762,165,3,2015,1,1,1,32.7,28
PI416773,166,3,2015,1,1,1,26.2,27
PI416835,167,3,2015,1,1,1,23,26
PI416868A,168,3,2015,1,1,1,30.4,26
PI417054,169,3,2015,1,1,1,29.1,24
PI417091,170,3,2015,1,1,1,31.6,27
PI417138,171,3,2015,1,1,1,32.7,22
PI417139,172,3,2015,1,1,1,28.1,23
PI417167,173,3,2015,1,1,1,24.9,26
PI417198,174,3,2015,1,1,1,29.5,25
PI417297,175,3,2015,1,1,1,22.4,26
PI417513B,176,3,2015,1,1,1,29.9,26
PI417517,177,3,2015,3,4,3,12,6
PI417559,178,3,2015,1,1,1,32.8,27
PI423870,179,3,2015,1,1,1,30,26
PI424005,180,3,2015,4,4,4,8,6
PI424078,181,3,2015,3,3,3,12,10
PI430596,182,3,2015,1,1,1,31,25
PI430597,183,3,2015,1,1,1,23,26
PI430619,184,3,2015,2,1,1,27.1,24
PI437091,185,3,2015,1,1,1,24.3,29
PI437098,186,3,2015,1,1,1,29.6,26
PI437116,187,3,2015,1,1,1,24,24
PI437121B,188,3,2015,1,1,1,31.6,28
PI437122,189,3,2015,1,1,1,29,24
PI437124,190,3,2015,3,4,4,13,5
PI437145B,191,3,2015,2,3,2,19,12
PI437156C,192,3,2015,1,1,1,28.2,24
PI437165A,193,3,2015,1,1,1,25.2,26
PI437174B,194,3,2015,1,1,1,24,28
PI437340B,195,3,2015,1,1,1,25.2,24
PI437345,196,3,2015,1,1,1,28.2,26
PI437356,197,3,2015,1,1,1,24.7,28
PI437377,198,3,2015,1,1,1,23.1,26
PI437399,199,3,2015,1,1,1,23,26
PI437425,200,3,2015,1,1,1,27.5,24
PI437427B,201,3,2015,1,1,1,29.1,28
PI437462A,202,3,2015,3,4,4,30.5,5
PI437477A,203,3,2015,1,1,1,27.8,23
PI437509,204,3,2015,1,1,1,32.9,24
PI437519,205,3,2015,1,1,1,23,28
PI437558,206,3,2015,1,1,1,31.3,29
PI437581,207,3,2015,4,4,4,8,7
PI437585,208,3,2015,4,4,4,7.6,8
PI437592,209,3,2015,1,1,1,28.7,27
PI437594A,210,3,2015,1,1,1,31.8,26
PI437651B,211,3,2015,1,1,1,24,25
PI437656,212,3,2015,1,1,1,27.6,27
PI437662,213,3,2015,1,1,1,29,26
PI437663,214,3,2015,1,1,1,28.4,24
PI437674,215,3,2015,1,1,1,29.4,28
PI437682A,216,3,2015,1,1,1,29.9,23
PI437690,217,3,2015,1,1,1,34,28
PI437715,218,3,2015,1,1,1,27.4,29
PI437716A,219,3,2015,2,1,1,21,24
PI437733,220,3,2015,1,1,1,30,27
PI437738B,221,3,2015,1,1,1,29.6,26
PI437757,222,3,2015,1,1,1,21.2,24
PI437786,223,3,2015,1,1,1,31.1,27
PI437803,224,3,2015,2,3,3,19,12
PI437840A,225,3,2015,1,1,1,31,24
PI437846,226,3,2015,1,1,1,29.1,27
PI437935,227,3,2015,1,1,1,31.9,26
PI437944,228,3,2015,1,1,1,27.6,28
PI437949,229,3,2015,1,1,1,33.9,29
PI437950,230,3,2015,1,1,1,27.3,24
PI437964A,231,3,2015,2,2,2,19,20
PI437973,232,3,2015,2,2,2,19.8,19
PI438031,233,3,2015,1,1,2,28,27
PI438094B,234,3,2015,1,1,1,28.5,26
PI438103,235,3,2015,1,1,1,27.5,28
PI438133B,236,3,2015,3,3,4,12,11
PI438139,237,3,2015,1,1,1,32,27
PI438152,238,3,2015,1,1,1,28.5,29
PI438173,239,3,2015,1,1,1,12.4,24
PI438194,240,3,2015,1,1,1,28,25
PI438218,241,3,2015,1,1,1,30.8,26
PI438259B,242,3,2015,1,2,2,31.1,20
PI438292,243,3,2015,1,1,1,23.9,28
PI438312,244,3,2015,1,1,1,32.5,28
PI438376,245,3,2015,1,1,1,32.1,26
PI438434,246,3,2015,4,4,4,12,5
PI438503A,247,3,2015,1,1,1,31.4,27
PI445819,248,3,2015,1,1,1,28.1,25
PI445845,249,3,2015,1,1,1,24,23
PI458052,250,3,2015,1,1,1,24.9,24
PI458061A,251,3,2015,1,1,1,29.6,28
PI458110,252,3,2015,1,1,1,31,26
PI458307A,253,3,2015,1,1,1,28.4,27
PI458506,254,3,2015,1,1,1,32.4,26
PI458507,255,3,2015,1,1,1,24.3,28
PI458517,256,3,2015,2,2,2,12,15
PI458519A,257,3,2015,1,1,1,31.1,30
PI458520,258,3,2015,1,1,1,32.7,27
PI458521,259,3,2015,2,2,2,19,18
PI458522,260,3,2015,1,1,1,27.4,26
PI458825B,261,3,2015,1,1,1,30.4,27
PI461509,262,3,2015,1,1,1,27.6,28
PI464877,263,3,2015,2,1,1,19,18
PI464878,264,3,2015,3,3,2,12,11
PI464880,265,3,2015,2,2,2,31,28
PI464884,266,3,2015,1,1,1,25.1,26
PI464914B,267,3,2015,1,1,1,24,24
PI464915A,268,3,2015,1,1,1,26,28
PI467307,269,3,2015,1,1,1,29.1,24
PI467310,270,3,2015,1,1,1,32.5,26
PI467311A,271,3,2015,1,1,1,31,28
PI467312,272,3,2015,1,1,1,31.3,27
PI467324,273,3,2015,1,1,1,26,22
PI467327,274,3,2015,1,1,1,30.4,29
PI467328,275,3,2015,1,1,1,31.3,25
PI467332,276,3,2015,1,1,1,30.2,23
PI467334B,277,3,2015,1,1,1,31,24
PI468381,278,3,2015,1,1,1,30.5,28
PI468384,279,3,2015,1,1,1,28.2,29
PI468385,280,3,2015,1,1,1,25.4,28
PI468907,281,3,2015,1,1,1,30.8,25
PI468914,282,3,2015,1,1,1,31.4,24
PI468919,283,3,2015,1,2,2,30.7,20
PI470223,284,3,2015,1,1,1,23.7,28
PI470227B,285,3,2015,1,1,1,30,26
PI471899,286,3,2015,1,1,1,24,27
PI475810,287,3,2015,1,1,1,20.7,28
PI475811B,288,3,2015,1,1,1,30,29
PI475818,289,3,2015,1,1,1,22,24
PI475820,290,3,2015,1,1,1,24.2,28
PI475822B,291,3,2015,1,1,1,31,26
PI476344,292,3,2015,1,1,1,30.3,28
PI476345,293,3,2015,1,1,1,29.6,29
PI476348,294,3,2015,1,1,1,27.9,24
PI476911,295,3,2015,1,1,1,29.9,25
PI479711,296,3,2015,1,1,1,27.8,26
PI479713,297,3,2015,1,1,1,32.4,24
PI479718B,298,3,2015,1,1,1,25.9,25
PI479719,299,3,2015,2,3,4,18,10
PI479724A,300,3,2015,1,1,1,31.1,27
PI479729,301,3,2015,1,1,1,28.2,29
PI479738,302,3,2015,1,1,1,30.8,26
PI479740,303,3,2015,3,4,4,11,8
PI483459,304,3,2015,1,1,1,27.3,24
PI504485,305,3,2015,1,1,1,28.1,26
PI504490,306,3,2015,1,1,1,23,25
PI504497,307,3,2015,2,1,1,18.9,19
PI506527,308,3,2015,1,1,1,32.6,31
PI506528,309,3,2015,1,1,1,30.2,26
PI506529,310,3,2015,1,1,1,22.2,25
PI506634,311,3,2015,2,2,3,20,18
PI506678,312,3,2015,1,1,1,23.4,28
PI506800B,313,3,2015,1,1,1,29.5,26
PI506887,314,3,2015,1,1,1,33,24
PI507027,315,3,2015,1,1,1,32.8,26
PI507147,316,3,2015,1,1,1,28.5,26
PI507171,317,3,2015,2,3,3,19.9,12
PI507195,318,3,2015,1,1,1,28.6,27
PI507267,319,3,2015,1,1,1,28.8,26
PI507487,320,3,2015,1,1,1,28,28
PI507491,321,3,2015,1,1,1,26.1,24
PI507717,322,3,2015,1,1,1,32,26
PI512322C,323,3,2015,2,2,2,20,21
PI518283,324,3,2015,1,1,1,28.2,25
PI518706A,325,3,2015,1,2,2,31.3,20
PI518757,326,3,2015,2,2,2,19.5,18
PI522188A,327,3,2015,1,1,1,27.5,25
PI524994,328,3,2015,1,1,1,23,23
PI532456,329,3,2015,1,2,2,22,19
PI532462A,330,3,2015,1,1,1,32,29
PI532472,331,3,2015,1,1,1,24,22
PI538377,332,3,2015,1,1,1,28.4,26
PI538389,333,3,2015,1,1,1,26.5,26
PI538393,334,3,2015,1,1,1,27.3,24
PI538400,335,3,2015,1,1,1,30.7,28
PI538403,336,3,2015,1,1,1,32.3,26
PI538410B,337,3,2015,1,1,1,30.2,24
PI540739,338,3,2015,1,1,1,31.3,28
PI547430,339,3,2015,4,4,4,8,7
PI548316,340,3,2015,1,1,1,22,26
PI548329,341,3,2015,1,1,1,22,24
PI548336,342,3,2015,1,1,1,23,28
PI548349,343,3,2015,1,1,1,31.4,26
PI548373,344,3,2015,1,1,1,25.4,27
PI548533,345,3,2015,2,1,1,29,26
PI549021A,346,3,2015,1,1,1,31.8,24
PI549031,347,3,2015,1,1,1,31,28
PI549041A,348,3,2015,2,2,2,20,21
PI549056,349,3,2015,1,1,1,32.5,28
PI549064,350,3,2015,1,1,1,21.8,26
PI561230,351,3,2015,1,1,1,26.6,24
PI561232,352,3,2015,1,1,1,26.4,28
PI561315,353,3,2015,1,1,1,30.8,29
PI561333,354,3,2015,2,1,1,30,23
PI561346,355,3,2015,2,2,2,20,20
PI561348,356,3,2015,1,1,1,28.4,28
PI561349,357,3,2015,1,1,1,21.2,26
PI561377,358,3,2015,2,3,3,18,12
PI562387,359,3,2015,1,1,1,28.7,24
PI567154,360,3,2015,1,1,1,25.2,26
PI567159A,361,3,2015,1,1,1,28.7,27
PI567161,362,3,2015,4,4,5,8,9
PI567163,363,3,2015,1,2,2,25.5,20
PI567170A,364,3,2015,1,1,1,31,27
PI567170B,365,3,2015,1,1,1,23,26
PI567214B,366,3,2015,1,1,1,27.8,23
PI567223,367,3,2015,1,1,1,26.5,26
PI567229A,368,3,2015,1,1,1,30.5,24
PI567241,369,3,2015,1,2,1,30.5,20
PI567250B,370,3,2015,1,1,1,31.8,26
PI567255A,371,3,2015,1,1,1,31.4,23
PI567261B,372,3,2015,1,1,1,32,27
PI567262D,373,3,2015,1,1,1,26.7,25
PI567264A,374,3,2015,1,1,1,32.8,29
PI567266A,375,3,2015,1,1,1,24.5,27
PI567267A,376,3,2015,1,1,1,24.4,26
PI567275,377,3,2015,1,1,1,24.5,27
PI567277,378,3,2015,1,1,1,26.6,25
PI567278,379,3,2015,2,2,2,21,18
PI567351A,380,3,2015,2,2,2,20,21
PI567365,381,3,2015,1,1,1,26.5,26
PI567417B,382,3,2015,1,1,1,26.1,28
PI567583A,383,3,2015,1,1,1,27.3,29
PI567595A,384,3,2015,1,1,1,20.7,24
PI567619,385,3,2015,1,1,1,23,29
PI567644,386,3,2015,1,1,1,31,24
PI567729,387,3,2015,1,1,1,32,28
PI567774B,388,3,2015,1,1,1,32,26
PI574478B,389,3,2015,1,1,1,24.3,25
PI574480B,390,3,2015,1,1,1,30,26
PI578360,391,3,2015,2,3,3,21,12
PI578362,392,3,2015,1,1,1,29.9,27
PI578363,393,3,2015,1,1,1,32.7,28
PI578364,394,3,2015,2,3,3,19,19
PI578366,395,3,2015,4,4,5,7.8,8
PI578367,396,3,2015,3,2,1,11,12
PI578374,397,3,2015,1,1,1,18.8,20
PI578375B,398,3,2015,2,2,1,19.5,18
PI578376,399,3,2015,1,1,1,23,29
PI578380A,400,3,2015,1,1,1,31,24
PI578382,401,3,2015,3,3,3,12,11
PI578384,402,3,2015,1,1,1,25.3,26
PI578385,403,3,2015,2,2,2,19,20
PI578386,404,3,2015,1,1,1,26.8,25
PI578416,405,3,2015,1,1,1,28.6,23
PI578439,406,3,2015,1,1,1,25.7,24
PI578473A,407,3,2015,1,1,1,30.8,28
PI578474,408,3,2015,1,1,1,30.1,29
PI578499A,409,3,2015,1,1,1,30,24
PI578499B,410,3,2015,1,1,1,31.1,28
PI588008A,411,3,2015,1,1,1,28.3,26
PI592907C,412,3,2015,4,5,5,7.6,8
PI592908,413,3,2015,2,2,2,20,20
PI592910,414,3,2015,2,2,2,21,19
PI592911B,415,3,2015,1,1,1,24,25
PI592912A,416,3,2015,3,4,4,11,9
PI592913,417,3,2015,1,2,2,28.9,20
PI593970,418,3,2015,1,1,1,29.7,25
PI593982,419,3,2015,1,1,1,25,26
PI594156,420,3,2015,1,1,1,23,24
PI594170B,421,3,2015,1,1,1,28.7,24
PI594296,422,3,2015,1,1,1,26.6,26
PI594394,423,3,2015,1,1,1,33.2,24
PI594457A,424,3,2015,1,1,1,32,28
PI594471A,425,3,2015,1,1,1,31.2,25
PI594898,426,3,2015,1,1,1,32.2,27
PI594902,427,3,2015,1,1,1,32.7,29
PI597397A,428,3,2015,1,1,1,29.2,25
PI597405B,429,3,2015,1,1,1,27.9,26
PI597482,430,3,2015,1,1,1,25.5,24
PI602497A,431,3,2015,1,1,1,26.3,28
PI603151A,432,3,2015,1,2,4,26.2,21
PI603334,433,3,2015,1,1,1,22,27
PI603335B,434,3,2015,1,1,1,29.6,26
PI603337A,435,3,2015,1,1,1,30.8,23
PI603339A,436,3,2015,1,1,1,29.6,24
PI603367,437,3,2015,1,1,1,28.4,28
PI603371,438,3,2015,1,1,1,29.9,26
PI603412B,439,3,2015,1,1,1,24,24
PI603422B,440,3,2015,2,2,3,19.9,20
PI603424C,441,3,2015,1,1,1,32.4,29
PI603426F,442,3,2015,1,1,1,31.8,26
PI603428D,443,3,2015,1,1,1,26.9,28
PI603438E,444,3,2015,2,2,2,20,19
PI603442,445,3,2015,1,1,1,30.6,28
PI603444A,446,3,2015,1,1,1,27.2,26
PI603452,447,3,2015,1,1,1,31.9,24
PI603470,448,3,2015,1,1,1,28.1,27
PI603546A,449,3,2015,1,1,1,27.8,26
PI603560,450,3,2015,1,1,1,23.4,22
PI603587A,451,3,2015,1,1,1,31.4,29
PI603594,452,3,2015,1,1,1,31.3,27
PI603596,453,3,2015,1,1,1,25.7,25
PI603655,454,3,2015,1,1,1,29.8,26
PI603660,455,3,2015,1,1,1,28.7,25
PI603662B,456,3,2015,1,1,1,24.6,26
PI603674,457,3,2015,1,1,1,31,24
PI603704A,458,3,2015,1,1,1,26,28
PI603747,459,3,2015,1,1,1,22,26
PI603749,460,3,2015,1,1,1,23.8,23
PI603912,461,3,2015,1,1,1,26.9,27
PI603915C,462,3,2015,1,1,1,30.3,28
PI612611,463,3,2015,1,1,1,21.7,29
PI612711B,464,3,2015,1,1,1,28.6,26
PI612752,465,3,2015,1,1,1,27,24
PI612754,466,3,2015,2,2,2,19.6,20
PI612759C,467,3,2015,2,2,2,20,20
PI612760,468,3,2015,1,1,1,28,27
